Date,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close
2012-01-02,58.68610763549805,349.957763671875,589.2999877929688,213.4250030517578,351.1187438964844,402.3999938964844,126.64545440673828,162.76499938964844,650.4000244140625,198.25,316.587890625,44.24284362792969,,132.43333435058594,58.625213623046875,210.875,,448.4666748046875,,98.4000015258789,158.9600067138672,259.0299987792969,938.9000244140625,,247.60000610351562,41.26836013793945,149.62503051757812,175.14999389648438,1154.0,4038.949951171875,53.69499969482422,172.23333740234375,114.69999694824219,337.0,131.7916717529297,75.00001525878906,115.25,32.49784469604492,181.99789428710938,312.1499938964844,,,141.0,,157.10000610351562,42.108333587646484,112.25,374.6038818359375,62.650001525878906,638.1500244140625,223.14999389648438,156.25,1475.5,142.97500610351562,100.44999694824219,226.4499969482422,133.63999938964844,173.26138305664062,179.1999969482422,390.79998779296875,2124.85009765625,149.52999877929688,320.75,,,80.08333587646484,,,,77.06999969482422,1569.5999755859375,90.94999694824219,,669.4500122070312,85.0662612915039,50.630001068115234,71.51094818115234,72.51566314697266,153.25,552.5999755859375,460.54998779296875,,98.94000244140625,581.7000122070312,356.1861877441406,78.6500015258789,46.369998931884766,73.3499984741211,30.64285659790039,84.66666412353516,172.89999389648438,135.39999389648438,7.350543022155762,,,6738.5498046875,,99.0199966430664,22.549999237060547,281.1000061035156
2012-01-03,59.31285858154297,358.9227600097656,598.7999877929688,219.5749969482422,358.0375061035156,407.95001220703125,131.96363830566406,170.56500244140625,665.2000122070312,196.5500030517578,329.3046569824219,44.04358673095703,,133.56666564941406,59.55307388305664,224.97500610351562,,471.4888916015625,,100.80000305175781,167.50999450683594,265.2300109863281,952.7999877929688,,249.72500610351562,42.855037689208984,156.1875457763672,179.5500030517578,1175.6500244140625,4098.85009765625,58.880001068115234,175.46665954589844,120.30000305175781,332.20001220703125,133.625,75.67501831054688,119.8499984741211,34.47477340698242,191.8917694091797,327.20001220703125,,,142.25,,163.4499969482422,41.791664123535156,115.55000305175781,380.24285888671875,66.55000305175781,667.0499877929688,223.64999389648438,154.89999389648438,1494.5,149.9875030517578,100.9000015258789,242.60000610351562,140.0500030517578,177.20823669433594,191.4499969482422,391.95001220703125,2149.89990234375,156.55999755859375,327.95001220703125,,,78.79166412353516,,,,80.33000183105469,1606.050048828125,94.55000305175781,,689.2000122070312,89.4088363647461,52.540000915527344,72.37789916992188,73.63128662109375,160.4199981689453,557.1500244140625,486.79998779296875,,102.44000244140625,593.5,373.7912292480469,82.25,49.18000030517578,76.05000305175781,31.232141494750977,87.30000305175781,175.10000610351562,136.0,7.342446804046631,,,6850.75,,101.30999755859375,23.600000381469727,287.04998779296875
2012-01-04,59.74481201171875,354.7126770019531,586.5,221.64999389648438,356.79998779296875,395.45001220703125,135.1090850830078,169.60499572753906,660.9500122070312,199.64999389648438,318.0110778808594,42.63345718383789,,133.03334045410156,58.809810638427734,219.6750030517578,,475.4888916015625,,104.5999984741211,169.6300048828125,267.4949951171875,948.25,,250.625,41.09642791748047,156.8437957763672,177.8000030517578,1141.9000244140625,4120.89990234375,58.58000183105469,177.8000030517578,122.8499984741211,319.5249938964844,133.4583282470703,76.12501525878906,123.5,34.67485046386719,199.06483459472656,326.70001220703125,,,142.0,,165.75,42.099998474121094,118.30000305175781,372.93853759765625,65.4000015258789,664.5,224.10000610351562,150.25,1425.550048828125,151.10000610351562,101.0999984741211,243.14999389648438,140.2100067138672,180.355712890625,187.10000610351562,391.95001220703125,2134.199951171875,152.5800018310547,330.8500061035156,,,78.44999694824219,,,,82.01000213623047,1591.199951171875,95.4000015258789,,649.0999755859375,88.68507385253906,51.459999084472656,74.33472442626953,73.94065856933594,159.72000122070312,568.2000122070312,477.04998779296875,,112.2300033569336,596.0,376.7091979980469,82.69999694824219,48.209999084472656,76.75,31.732141494750977,88.06666564941406,174.25,134.9250030517578,7.482766151428223,,,6898.0498046875,,98.12999725341797,26.25,280.6499938964844
2012-01-05,59.710933685302734,346.4658508300781,586.0,221.8249969482422,355.01873779296875,393.3500061035156,136.0181884765625,169.2449951171875,670.2999877929688,199.89999389648438,316.22064208984375,40.93976974487305,,133.1999969482422,58.97983932495117,222.72500610351562,,483.4666748046875,,103.6875,174.1300048828125,267.1700134277344,933.4500122070312,,249.9250030517578,41.317481994628906,155.60629272460938,176.4499969482422,1150.0999755859375,4108.0,58.20500183105469,174.5,126.69999694824219,325.07501220703125,130.6666717529297,75.97502136230469,122.75,34.54623031616211,199.9552764892578,320.54998779296875,,,142.60000610351562,,164.0,42.19166564941406,116.4000015258789,372.1949462890625,64.44999694824219,660.4500122070312,219.75,153.75,1468.5999755859375,148.83749389648438,100.05000305175781,247.14999389648438,138.9199981689453,177.40806579589844,179.89999389648438,386.20001220703125,2093.699951171875,151.23500061035156,335.0,,,76.6500015258789,,,,82.11000061035156,1581.6500244140625,93.0999984741211,,652.8499755859375,90.42211151123047,51.119998931884766,74.33472442626953,71.43753814697266,165.36000061035156,571.4000244140625,481.6499938964844,,105.68000030517578,594.2000122070312,371.1650695800781,83.9000015258789,49.56999969482422,77.1500015258789,31.464284896850586,88.5,171.60000610351562,134.4375,7.434194087982178,,,6986.75,,100.0,26.600000381469727,282.0
2012-01-06,59.95655059814453,355.4060974121094,584.7000122070312,226.64999389648438,354.01873779296875,396.79998779296875,136.6727294921875,167.27499389648438,670.4000244140625,198.3000030517578,303.50384521484375,41.162017822265625,,134.73333740234375,57.32329177856445,226.97500610351562,,480.6666564941406,,104.38749694824219,170.6999969482422,266.05999755859375,949.75,,249.97500610351562,41.44028854370117,152.15628051757812,172.89999389648438,1150.5999755859375,4129.39990234375,56.459999084472656,170.43333435058594,127.69999694824219,327.79998779296875,130.7916717529297,74.81251525878906,123.6500015258789,34.64626693725586,201.43936157226562,318.04998779296875,,,143.10000610351562,,165.4499969482422,42.625,118.69999694824219,374.6658630371094,64.44999694824219,667.2000122070312,221.5749969482422,153.6999969482422,1456.75,149.7375030517578,98.80000305175781,240.89999389648438,140.4499969482422,177.8577117919922,174.5500030517578,385.17498779296875,2135.300048828125,149.3699951171875,338.45001220703125,,,79.41666412353516,,,,82.41999816894531,1600.550048828125,93.5,,644.1500244140625,88.58857727050781,50.59000015258789,75.22644805908203,71.40940856933594,162.4600067138672,570.9000244140625,466.25,,104.9000015258789,582.9500122070312,368.2471008300781,83.4000015258789,49.959999084472656,76.8499984741211,32.0,88.53333282470703,168.1999969482422,132.1374969482422,7.407209873199463,,,7050.2001953125,,100.01000213623047,26.75,276.6499938964844
2012-01-09,59.83797836303711,349.80914306640625,585.6749877929688,227.85000610351562,354.5687561035156,393.45001220703125,135.96363830566406,163.72500610351562,663.25,204.64999389648438,294.2302551269531,41.04705810546875,,134.6666717529297,59.27131271362305,226.60000610351562,,483.6000061035156,,103.73750305175781,171.63999938964844,267.57501220703125,971.0499877929688,,252.75,42.16239929199219,150.43128967285156,175.5500030517578,1151.75,4105.35009765625,57.22999954223633,171.46665954589844,132.1999969482422,326.5249938964844,130.7916717529297,76.05001831054688,123.55000305175781,34.465248107910156,198.47119140625,313.8999938964844,,,143.5500030517578,,162.25,42.53333282470703,117.8499984741211,378.4923095703125,65.25,678.9000244140625,225.02499389648438,152.14999389648438,1422.3499755859375,150.9875030517578,97.75,245.64999389648438,139.1699981689453,178.05755615234375,177.89999389648438,396.125,2081.949951171875,148.07000732421875,344.6499938964844,,,78.17500305175781,,,,82.83999633789062,1600.050048828125,93.0999984741211,,645.0,90.0843505859375,51.029998779296875,75.5979995727539,71.37191009521484,164.94000244140625,580.0999755859375,478.6499938964844,,102.73999786376953,600.2999877929688,384.6849670410156,84.5999984741211,49.79999923706055,77.30000305175781,32.35714340209961,91.26666259765625,170.0500030517578,133.9250030517578,7.264193058013916,,,6987.5,,97.41999816894531,34.75,274.6499938964844
2012-01-10,60.56636428833008,364.6435546875,582.7000122070312,229.85000610351562,357.95001220703125,395.45001220703125,140.81817626953125,170.25999450683594,684.0,201.8000030517578,303.3202209472656,43.43048858642578,,136.76666259765625,60.94243240356445,233.25,,503.9111022949219,,104.9749984741211,178.9499969482422,265.6549987792969,986.3499755859375,,258.17498779296875,42.89924621582031,151.33128356933594,180.85000610351562,1164.949951171875,4101.75,63.005001068115234,174.13333129882812,136.4499969482422,344.6000061035156,131.6666717529297,76.95001983642578,125.19999694824219,35.41798400878906,202.92344665527344,318.04998779296875,,,144.4499969482422,,167.60000610351562,43.11666488647461,123.1500015258789,380.26611328125,69.19999694824219,707.1500244140625,223.5,152.10000610351562,1429.5,153.0749969482422,97.5,260.8999938964844,142.8800048828125,184.65228271484375,184.75,397.20001220703125,2080.60009765625,150.0050048828125,345.79998779296875,,,80.44999694824219,,,,83.63999938964844,1618.0999755859375,93.94999694824219,,656.75,90.71161651611328,52.91999816894531,74.80535888671875,71.40003204345703,171.9600067138672,589.1500244140625,499.54998779296875,,104.63999938964844,620.9500122070312,401.3173522949219,86.94999694824219,52.86000061035156,79.94999694824219,33.19642639160156,96.86666870117188,178.60000610351562,133.9875030517578,7.409907817840576,,,7058.75,,97.05999755859375,33.25,279.5
2012-01-11,60.828922271728516,370.6119689941406,568.5,231.3249969482422,353.32501220703125,392.5,141.845458984375,172.69500732421875,680.9500122070312,203.0,299.0047912597656,48.12836837768555,,135.53334045410156,63.28880310058594,232.625,,509.8222351074219,,103.82499694824219,186.72999572753906,272.0299987792969,987.9000244140625,,260.32501220703125,43.08100509643555,150.48753356933594,183.8000030517578,1137.75,4062.25,63.8849983215332,173.06666564941406,137.0500030517578,340.17498779296875,133.0833282470703,75.15001678466797,126.19999694824219,36.48981475830078,202.72557067871094,320.3999938964844,,,145.5,,176.9499969482422,44.11666488647461,130.35000610351562,372.34210205078125,77.25,704.4500122070312,221.1750030517578,150.4499969482422,1456.9000244140625,155.3125,97.0,272.54998779296875,144.0800018310547,184.20263671875,190.89999389648438,395.92498779296875,2066.550048828125,149.98500061035156,340.54998779296875,,,84.58333587646484,,,,82.73999786376953,1650.75,92.9000015258789,,654.0999755859375,89.45709228515625,52.400001525878906,75.72184753417969,71.30628204345703,176.08999633789062,608.5999755859375,488.29998779296875,,108.12000274658203,639.9500122070312,396.9890441894531,87.5999984741211,54.459999084472656,80.1500015258789,35.10714340209961,95.86666870117188,186.64999389648438,138.2624969482422,7.3883209228515625,,,7111.0498046875,,93.93000030517578,32.70000076293945,279.8999938964844
2012-01-12,60.854331970214844,364.9902648925781,544.75,233.3249969482422,323.53125,394.04998779296875,142.07272338867188,176.44000244140625,687.4000244140625,208.0,299.73931884765625,49.22428512573242,,136.63333129882812,63.10905838012695,233.625,,503.022216796875,,101.4375,188.10000610351562,273.6300048828125,994.5,,260.0249938964844,44.78066635131836,146.79379272460938,184.1999969482422,1146.9000244140625,3958.64990234375,63.15999984741211,171.86666870117188,132.64999389648438,343.0,134.0416717529297,75.41252136230469,125.55000305175781,37.04716491699219,204.0117645263672,325.6499938964844,,,145.8000030517578,,186.1999969482422,44.474998474121094,132.6999969482422,380.7773132324219,81.0999984741211,717.25,219.0500030517578,150.89999389648438,1475.5999755859375,149.10000610351562,96.55000305175781,285.3999938964844,145.63999938964844,183.3533172607422,191.85000610351562,389.29998779296875,2070.800048828125,152.27000427246094,338.95001220703125,,,85.40833282470703,,,,87.83999633789062,1657.5,92.9000015258789,,652.7999877929688,91.0011215209961,52.040000915527344,74.55765533447266,72.23441314697266,180.57000732421875,620.75,487.3999938964844,,115.30999755859375,678.2999877929688,401.6091613769531,90.3499984741211,56.119998931884766,83.05000305175781,35.07142639160156,94.23332977294922,192.3000030517578,138.28750610351562,7.714831829071045,,,7130.14990234375,,95.0,32.849998474121094,297.75
2012-01-13,61.7690544128418,362.4642028808594,542.875,234.8000030517578,323.0249938964844,391.6499938964844,143.53636169433594,177.61000061035156,681.5499877929688,210.0,307.22247314453125,49.492515563964844,,138.03334045410156,62.87102127075195,236.27499389648438,,521.111083984375,,99.4375,187.94000244140625,277.2049865722656,977.0499877929688,,256.79998779296875,44.559608459472656,150.37503051757812,182.8000030517578,1164.449951171875,3943.14990234375,63.80500030517578,173.13333129882812,131.5500030517578,346.17498779296875,138.5,76.46251678466797,126.94999694824219,39.605262756347656,206.5841827392578,343.79998779296875,,,146.75,,186.4499969482422,44.54999923706055,133.39999389648438,383.9608459472656,80.5999984741211,722.7999877929688,219.47500610351562,151.5,1430.75,150.5,97.0,280.25,145.39999389648438,186.80055236816406,196.60000610351562,389.7250061035156,2075.949951171875,153.32000732421875,338.5,,,84.7750015258789,,,,85.30999755859375,1660.75,94.1500015258789,,651.2000122070312,92.7863998413086,53.08000183105469,75.251220703125,70.02191162109375,178.97000122070312,626.9000244140625,503.29998779296875,,119.87000274658203,705.5999755859375,396.9404296875,91.1500015258789,56.15999984741211,84.0,34.75,91.5999984741211,190.1999969482422,138.02499389648438,8.408329963684082,,,7132.9501953125,,94.79000091552734,32.70000076293945,287.8999938964844
